split,image_file,object_index,brisque_score,class,bbox
train,b13eccaa5_jpg.rf.36ac3c89eefb5491bbc58be1ef41212e.jpg,0,49.965954208940246,0,"{'class': 0, 'x_min': 700, 'y_min': 69, 'x_max': 711, 'y_max': 81}"
train,b32ad3c7f_jpg.rf.6f48485a1d3d23187c70a12c4769f98e.jpg,0,42.35903260283621,0,"{'class': 0, 'x_min': 502, 'y_min': 448, 'x_max': 609, 'y_max': 569}"
train,b4b9ac424_jpg.rf.cdaea94e4bbf4a5c058e3b5db26e3ef4.jpg,0,47.03748143402137,0,"{'class': 0, 'x_min': 525, 'y_min': 237, 'x_max': 571, 'y_max': 275}"
train,b5b3c16cf_jpg.rf.e97efb857cc770e75a7355da6f26024b.jpg,0,155.845,0,"{'class': 0, 'x_min': 588, 'y_min': 506, 'x_max': 605, 'y_max': 536}"
train,b864dd69c_jpg.rf.61019b02289752fd72913c1e9cac0d72.jpg,0,43.315849711093705,0,"{'class': 0, 'x_min': 155, 'y_min': 322, 'x_max': 391, 'y_max': 436}"
train,bbc8009c9_jpg.rf.c7a913e0b619573e20a5f983523af9b8.jpg,0,47.44454074019265,0,"{'class': 0, 'x_min': 578, 'y_min': 316, 'x_max': 765, 'y_max': 374}"
train,bcf0be90b_jpg.rf.775024fa6161f39e05ec78252d027700.jpg,0,46.43116580068883,0,"{'class': 0, 'x_min': 0, 'y_min': 380, 'x_max': 169, 'y_max': 511}"
train,BK_032_jpg.rf.4a56d834639335b5cb9704a31c06a0af.jpg,0,28.23811789250496,0,"{'class': 0, 'x_min': 130, 'y_min': 162, 'x_max': 280, 'y_max': 221}"
train,BK_126_jpg.rf.17bee63057c863a6d99d737f96dc804a.jpg,0,46.32239946956881,0,"{'class': 0, 'x_min': 133, 'y_min': 172, 'x_max': 275, 'y_max': 222}"
train,BK_178_jpg.rf.303835f00c44b99def467c045ad5ee27.jpg,0,25.255999418195387,0,"{'class': 0, 'x_min': 112, 'y_min': 164, 'x_max': 306, 'y_max': 231}"
train,BK_195_jpg.rf.decb7cda3231925015c65c047717e5d8.jpg,0,19.74990755587416,0,"{'class': 0, 'x_min': 164, 'y_min': 347, 'x_max': 388, 'y_max': 415}"
train,BK_195_jpg.rf.decb7cda3231925015c65c047717e5d8.jpg,1,34.14363312477755,0,"{'class': 0, 'x_min': 168, 'y_min': 234, 'x_max': 222, 'y_max': 259}"
train,BK_195_jpg.rf.decb7cda3231925015c65c047717e5d8.jpg,2,-10.094523717181147,0,"{'class': 0, 'x_min': 10, 'y_min': 217, 'x_max': 72, 'y_max': 271}"
train,BK_250_jpg.rf.4498a64a6b17d2563a4d7d0f9830c559.jpg,0,39.27585717872054,0,"{'class': 0, 'x_min': 184, 'y_min': 204, 'x_max': 225, 'y_max': 223}"
train,BK_250_jpg.rf.4498a64a6b17d2563a4d7d0f9830c559.jpg,1,43.714920936673224,0,"{'class': 0, 'x_min': 297, 'y_min': 77, 'x_max': 321, 'y_max': 119}"
train,BK_250_jpg.rf.4498a64a6b17d2563a4d7d0f9830c559.jpg,2,25.73948441902823,0,"{'class': 0, 'x_min': 74, 'y_min': 0, 'x_max': 130, 'y_max': 32}"
train,BK_250_jpg.rf.4498a64a6b17d2563a4d7d0f9830c559.jpg,3,24.61446098382632,0,"{'class': 0, 'x_min': 111, 'y_min': 157, 'x_max': 173, 'y_max': 217}"
train,BK_250_jpg.rf.4498a64a6b17d2563a4d7d0f9830c559.jpg,4,45.8793346893153,0,"{'class': 0, 'x_min': 234, 'y_min': 190, 'x_max': 262, 'y_max': 211}"
train,BK_250_jpg.rf.4498a64a6b17d2563a4d7d0f9830c559.jpg,5,21.417009322231678,0,"{'class': 0, 'x_min': 3, 'y_min': 39, 'x_max': 104, 'y_max': 152}"
train,BK_273_jpg.rf.e69396ad67c3a4a8322b45129bed7fb8.jpg,0,-2.4844979058377987,0,"{'class': 0, 'x_min': 329, 'y_min': 269, 'x_max': 415, 'y_max': 308}"
train,BK_273_jpg.rf.e69396ad67c3a4a8322b45129bed7fb8.jpg,1,1.5994428697437968,0,"{'class': 0, 'x_min': 198, 'y_min': 190, 'x_max': 248, 'y_max': 204}"
train,BK_327_jpg.rf.de68a604b6049d71fa981b524300ac5b.jpg,0,32.1326168974185,0,"{'class': 0, 'x_min': 169, 'y_min': 187, 'x_max': 255, 'y_max': 213}"
train,BK_327_jpg.rf.de68a604b6049d71fa981b524300ac5b.jpg,1,52.217808434573584,0,"{'class': 0, 'x_min': 276, 'y_min': 99, 'x_max': 287, 'y_max': 111}"
train,BK_327_jpg.rf.de68a604b6049d71fa981b524300ac5b.jpg,2,25.016021014206416,0,"{'class': 0, 'x_min': 385, 'y_min': 225, 'x_max': 399, 'y_max': 383}"
train,BK_340_jpg.rf.fec9a70c2585767b862b81a65aead12d.jpg,0,25.56282199414383,0,"{'class': 0, 'x_min': 127, 'y_min': 3, 'x_max': 147, 'y_max': 155}"
train,BK_340_jpg.rf.fec9a70c2585767b862b81a65aead12d.jpg,1,146.9132475845406,0,"{'class': 0, 'x_min': 193, 'y_min': 64, 'x_max': 219, 'y_max': 94}"
train,BK_340_jpg.rf.fec9a70c2585767b862b81a65aead12d.jpg,2,61.71085106592429,0,"{'class': 0, 'x_min': 255, 'y_min': 116, 'x_max': 305, 'y_max': 136}"
train,BK_340_jpg.rf.fec9a70c2585767b862b81a65aead12d.jpg,3,36.440528350630956,0,"{'class': 0, 'x_min': 313, 'y_min': 126, 'x_max': 357, 'y_max': 152}"
train,BK_340_jpg.rf.fec9a70c2585767b862b81a65aead12d.jpg,4,40.101718076055676,0,"{'class': 0, 'x_min': 320, 'y_min': 170, 'x_max': 406, 'y_max': 203}"
train,BK_340_jpg.rf.fec9a70c2585767b862b81a65aead12d.jpg,5,36.100361428737386,0,"{'class': 0, 'x_min': 253, 'y_min': 197, 'x_max': 312, 'y_max': 219}"
train,BK_340_jpg.rf.fec9a70c2585767b862b81a65aead12d.jpg,6,58.74179108568748,0,"{'class': 0, 'x_min': 187, 'y_min': 206, 'x_max': 244, 'y_max': 224}"
train,BK_340_jpg.rf.fec9a70c2585767b862b81a65aead12d.jpg,7,28.141442809538347,0,"{'class': 0, 'x_min': 141, 'y_min': 156, 'x_max': 177, 'y_max': 203}"
train,BK_370_jpg.rf.a1cb1450d451f4972face09a93d24980.jpg,0,30.421739350847673,0,"{'class': 0, 'x_min': 121, 'y_min': 172, 'x_max': 299, 'y_max': 237}"
train,BK_370_jpg.rf.a1cb1450d451f4972face09a93d24980.jpg,1,23.193244361111937,0,"{'class': 0, 'x_min': 0, 'y_min': 371, 'x_max': 47, 'y_max': 403}"
train,BK_370_jpg.rf.a1cb1450d451f4972face09a93d24980.jpg,2,40.28770609817886,0,"{'class': 0, 'x_min': 56, 'y_min': 376, 'x_max': 139, 'y_max': 402}"
train,BK_424_jpg.rf.20620b76afb014da93d30c42318802a5.jpg,0,25.217971774870165,0,"{'class': 0, 'x_min': 224, 'y_min': 255, 'x_max': 362, 'y_max': 306}"
train,BK_424_jpg.rf.20620b76afb014da93d30c42318802a5.jpg,1,16.226608146747566,0,"{'class': 0, 'x_min': 177, 'y_min': 187, 'x_max': 247, 'y_max': 218}"
train,BK_424_jpg.rf.20620b76afb014da93d30c42318802a5.jpg,2,40.81692675255019,0,"{'class': 0, 'x_min': 180, 'y_min': 236, 'x_max': 240, 'y_max': 256}"
train,BK_424_jpg.rf.20620b76afb014da93d30c42318802a5.jpg,3,31.40569634178857,0,"{'class': 0, 'x_min': 368, 'y_min': 67, 'x_max': 389, 'y_max': 211}"
train,BK_424_jpg.rf.20620b76afb014da93d30c42318802a5.jpg,4,13.743054872898682,0,"{'class': 0, 'x_min': 373, 'y_min': 272, 'x_max': 387, 'y_max': 387}"
train,BK_438_jpg.rf.09e03c9d4d79620c3440274616bbd0a2.jpg,0,38.98177965347165,0,"{'class': 0, 'x_min': 162, 'y_min': 182, 'x_max': 263, 'y_max': 213}"
train,BK_44_jpg.rf.7dc382323230491f0608c380f1db5370.jpg,0,20.472130300945736,0,"{'class': 0, 'x_min': 62, 'y_min': 139, 'x_max': 341, 'y_max': 234}"
train,BV010_jpg.rf.753bba2707045e14b4a1debe9bd66c4e.jpg,0,53.924366320560665,0,"{'class': 0, 'x_min': 172, 'y_min': 188, 'x_max': 200, 'y_max': 207}"
train,BV104_jpg.rf.e3e63173db7dbdbcf527a41138db2d6a.jpg,0,32.373839435628014,0,"{'class': 0, 'x_min': 183, 'y_min': 201, 'x_max': 227, 'y_max': 261}"
train,BV104_jpg.rf.e3e63173db7dbdbcf527a41138db2d6a.jpg,1,116.76156728442126,0,"{'class': 0, 'x_min': 102, 'y_min': 292, 'x_max': 110, 'y_max': 315}"
train,BV104_jpg.rf.e3e63173db7dbdbcf527a41138db2d6a.jpg,2,155.845,0,"{'class': 0, 'x_min': 407, 'y_min': 68, 'x_max': 416, 'y_max': 82}"
train,BV203_jpg.rf.ab5b4f18febeecd3ebc56d7d37a45374.jpg,0,20.97993760719939,0,"{'class': 0, 'x_min': 169, 'y_min': 169, 'x_max': 246, 'y_max': 200}"
train,BV224_jpg.rf.1d77bde4ce0b4eaf5db3a90b3792fbae.jpg,0,21.276970045228808,0,"{'class': 0, 'x_min': 271, 'y_min': 118, 'x_max': 315, 'y_max': 193}"
train,BV224_jpg.rf.1d77bde4ce0b4eaf5db3a90b3792fbae.jpg,1,34.75142904335232,0,"{'class': 0, 'x_min': 195, 'y_min': 202, 'x_max': 241, 'y_max': 217}"
train,BV224_jpg.rf.1d77bde4ce0b4eaf5db3a90b3792fbae.jpg,2,16.74361861661484,0,"{'class': 0, 'x_min': 335, 'y_min': 83, 'x_max': 371, 'y_max': 109}"
train,BV224_jpg.rf.1d77bde4ce0b4eaf5db3a90b3792fbae.jpg,3,37.679294467063954,0,"{'class': 0, 'x_min': 270, 'y_min': 181, 'x_max': 305, 'y_max': 207}"
train,C1_20220522021911_06476_00028701_L1R_P_1_jpg.rf.d5b54524e91a762b98dda3eda830a8d0.jpg,0,20.209523005510817,0,"{'class': 0, 'x_min': 417, 'y_min': 387, 'x_max': 547, 'y_max': 668}"
train,C1_20220527021759_06552_00028428_L1R_P_1_jpg.rf.b62e58693a7757cb67ba796f4e7a7e2f.jpg,0,9.458967371491525,0,"{'class': 0, 'x_min': 442, 'y_min': 403, 'x_max': 555, 'y_max': 633}"
train,C1_20220719022857_07358_00496957_L1R_P_1_jpg.rf.937af3cedfacd3b7dbe25c7b84db0517.jpg,0,30.127607289242377,0,"{'class': 0, 'x_min': 444, 'y_min': 443, 'x_max': 676, 'y_max': 602}"
train,C1_20220729022123_07510_00190831_L1R_P_1_jpg.rf.1f24f6666f156df2e1a5bb15dc161164.jpg,0,55.519580084923945,0,"{'class': 0, 'x_min': 261, 'y_min': 322, 'x_max': 788, 'y_max': 727}"
train,C1_20220817022524_07800_00073397_L1R_P_1_jpg.rf.5b7138f0e8d1599d78e7d147ece61578.jpg,0,14.342191711292543,0,"{'class': 0, 'x_min': 475, 'y_min': 338, 'x_max': 614, 'y_max': 697}"
train,C1_20220817022524_07800_00163101_L1R_P_1_jpg.rf.ef565ce66a0c2a31572c0a1a3d7a5e03.jpg,0,6.002298685976456,0,"{'class': 0, 'x_min': 492, 'y_min': 464, 'x_max': 599, 'y_max': 576}"
train,C1_20220817022524_07800_00517922_L1R_P_1_jpg.rf.04f32e46a69c44079357a95ec87d733c.jpg,0,-5.720896280415474,0,"{'class': 0, 'x_min': 518, 'y_min': 461, 'x_max': 539, 'y_max': 553}"
train,C1_20220910022026_08164_00028701_L1R_P_15_jpg.rf.92f527aef74fd81309ad71f5cb38e227.jpg,0,17.15739073485358,0,"{'class': 0, 'x_min': 297, 'y_min': 375, 'x_max': 823, 'y_max': 656}"
train,C1_20220910022026_08164_00028701_L1R_P_2_jpg.rf.94a3ee56b596f3400d71073a4ad926f3.jpg,0,7.994366251331911,0,"{'class': 0, 'x_min': 461, 'y_min': 441, 'x_max': 576, 'y_max': 582}"
train,C1_20220910022026_08164_00028701_L1R_P_4_jpg.rf.a1943d06adf4a32c1d30e81957dbceff.jpg,0,25.289877685586106,0,"{'class': 0, 'x_min': 350, 'y_min': 210, 'x_max': 713, 'y_max': 707}"
train,C1_20220910022026_08164_00073865_L1R_P_11_jpg.rf.626ae9c30e7ed09beb99d8bfc11b13cf.jpg,0,14.183640733039937,0,"{'class': 0, 'x_min': 389, 'y_min': 435, 'x_max': 631, 'y_max': 534}"
train,C1_20220910022026_08164_00073865_L1R_P_4_jpg.rf.525b9502bba3166a7ef0ff823f47b751.jpg,0,9.893297889246895,0,"{'class': 0, 'x_min': 374, 'y_min': 418, 'x_max': 625, 'y_max': 578}"
train,C1_20220910022026_08164_00073865_L1R_P_53_jpg.rf.7cc0f6695d5d0ab7ea1ed0e5a42d7729.jpg,0,-7.171663703545875,0,"{'class': 0, 'x_min': 548, 'y_min': 71, 'x_max': 665, 'y_max': 181}"
train,C1_20220910022026_08164_00073865_L1R_P_53_jpg.rf.7cc0f6695d5d0ab7ea1ed0e5a42d7729.jpg,1,-26.40324178886229,0,"{'class': 0, 'x_min': 764, 'y_min': 462, 'x_max': 878, 'y_max': 569}"
train,C1_20220910022026_08164_00073865_L1R_P_53_jpg.rf.7cc0f6695d5d0ab7ea1ed0e5a42d7729.jpg,2,88.27891355334324,0,"{'class': 0, 'x_min': 502, 'y_min': 488, 'x_max': 523, 'y_max': 522}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,0,19.716742932176857,0,"{'class': 0, 'x_min': 627, 'y_min': 318, 'x_max': 690, 'y_max': 387}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,1,155.845,0,"{'class': 0, 'x_min': 677, 'y_min': 315, 'x_max': 689, 'y_max': 329}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,2,26.293599233229287,0,"{'class': 0, 'x_min': 570, 'y_min': 367, 'x_max': 629, 'y_max': 459}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,3,37.725355099301595,0,"{'class': 0, 'x_min': 587, 'y_min': 349, 'x_max': 628, 'y_max': 399}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,4,9.648508687182328,0,"{'class': 0, 'x_min': 543, 'y_min': 401, 'x_max': 640, 'y_max': 583}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,5,24.22514213117094,0,"{'class': 0, 'x_min': 556, 'y_min': 389, 'x_max': 621, 'y_max': 503}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,6,11.504512641832406,0,"{'class': 0, 'x_min': 526, 'y_min': 519, 'x_max': 570, 'y_max': 597}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,7,0.9830821185866796,0,"{'class': 0, 'x_min': 542, 'y_min': 521, 'x_max': 575, 'y_max': 583}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,8,19.15909430962776,0,"{'class': 0, 'x_min': 515, 'y_min': 522, 'x_max': 557, 'y_max': 601}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,9,15.12599396743164,0,"{'class': 0, 'x_min': 501, 'y_min': 528, 'x_max': 544, 'y_max': 605}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,10,8.393864605101697,0,"{'class': 0, 'x_min': 490, 'y_min': 536, 'x_max': 532, 'y_max': 615}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,11,38.40418308485184,0,"{'class': 0, 'x_min': 432, 'y_min': 472, 'x_max': 481, 'y_max': 540}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,12,-4.19915840888396,0,"{'class': 0, 'x_min': 426, 'y_min': 482, 'x_max': 470, 'y_max': 547}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,13,46.5194403248299,0,"{'class': 0, 'x_min': 442, 'y_min': 463, 'x_max': 495, 'y_max': 535}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,14,32.09560267352819,0,"{'class': 0, 'x_min': 455, 'y_min': 456, 'x_max': 508, 'y_max': 529}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,15,43.75119290655195,0,"{'class': 0, 'x_min': 466, 'y_min': 448, 'x_max': 519, 'y_max': 521}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,16,39.47837416003401,0,"{'class': 0, 'x_min': 479, 'y_min': 441, 'x_max': 533, 'y_max': 512}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,17,37.803007791923136,0,"{'class': 0, 'x_min': 492, 'y_min': 432, 'x_max': 542, 'y_max': 502}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,18,36.82802234150651,0,"{'class': 0, 'x_min': 505, 'y_min': 428, 'x_max': 552, 'y_max': 492}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,19,34.26709486878892,0,"{'class': 0, 'x_min': 514, 'y_min': 418, 'x_max': 564, 'y_max': 486}"
train,C1_20220910022026_08164_00073865_L1R_P_55_jpg.rf.4de1fd54c4b15d90fc0d601713267bed.jpg,20,31.727256117511132,0,"{'class': 0, 'x_min': 527, 'y_min': 410, 'x_max': 576, 'y_max': 472}"
train,C1_20220910022026_08164_00073865_L1R_P_5_jpg.rf.c43a22b5c49831e5b73430e87b049ecf.jpg,0,15.735376191851827,0,"{'class': 0, 'x_min': 384, 'y_min': 441, 'x_max': 608, 'y_max': 567}"
train,C1_20220910022026_08164_00073865_L1R_P_64_jpg.rf.6386e896455bababa10fb9b00a0ad6ec.jpg,0,0.8253755733009882,0,"{'class': 0, 'x_min': 178, 'y_min': 27, 'x_max': 389, 'y_max': 313}"
train,C1_20220910022026_08164_00073865_L1R_P_64_jpg.rf.6386e896455bababa10fb9b00a0ad6ec.jpg,1,11.612779661531675,0,"{'class': 0, 'x_min': 420, 'y_min': 384, 'x_max': 618, 'y_max': 641}"
train,C1_20220910022026_08164_00073865_L1R_P_9_jpg.rf.c03d300e7a77f14a2cfbe8fcc09fba3d.jpg,0,32.52302279966963,0,"{'class': 0, 'x_min': 364, 'y_min': 464, 'x_max': 634, 'y_max': 558}"
train,C1_20220910022026_08164_00096447_L1R_P_42_jpg.rf.1587a7d25aa550ce932f80a2460ae07d.jpg,0,-15.570105213879089,0,"{'class': 0, 'x_min': 343, 'y_min': 197, 'x_max': 496, 'y_max': 334}"
train,C1_20220910022026_08164_00096447_L1R_P_42_jpg.rf.1587a7d25aa550ce932f80a2460ae07d.jpg,1,-13.730796295725014,0,"{'class': 0, 'x_min': 902, 'y_min': 961, 'x_max': 1008, 'y_max': 1023}"
train,C1_20220910022026_08164_00096447_L1R_P_43_jpg.rf.3ddf61e1ae0935ea8453531f7247b70c.jpg,0,20.99667841002085,0,"{'class': 0, 'x_min': 344, 'y_min': 920, 'x_max': 485, 'y_max': 1024}"
train,C1_20220910022026_08164_00096447_L1R_P_43_jpg.rf.3ddf61e1ae0935ea8453531f7247b70c.jpg,1,8.457399861207449,0,"{'class': 0, 'x_min': 920, 'y_min': 432, 'x_max': 1010, 'y_max': 528}"
train,C1_20220910022026_08164_00119029_L1R_P_9_jpg.rf.d4ee2e6e42914099723c1ac1907b48e7.jpg,0,14.21723949944564,0,"{'class': 0, 'x_min': 342, 'y_min': 413, 'x_max': 627, 'y_max': 572}"
train,C1_20220910022026_08164_00119029_L1R_P_9_jpg.rf.d4ee2e6e42914099723c1ac1907b48e7.jpg,1,8.692282065542457,0,"{'class': 0, 'x_min': 811, 'y_min': 613, 'x_max': 1023, 'y_max': 716}"
train,C1_20220910022026_08164_00141611_L1R_P_1_jpg.rf.3a2cc5358c9eecfcfe1c72cf502f5b5d.jpg,0,-11.571992608648003,0,"{'class': 0, 'x_min': 307, 'y_min': 369, 'x_max': 617, 'y_max': 611}"
train,C1_20220910022026_08164_00141611_L1R_P_6_jpg.rf.631ca5a1e938b069c94e77b630d930a4.jpg,0,1.9905903436817596,0,"{'class': 0, 'x_min': 365, 'y_min': 384, 'x_max': 661, 'y_max': 655}"
train,C1_20220910022026_08164_00164193_L1R_P_12_jpg.rf.6653fc41c08b5f356a8cb199d6ef1fd9.jpg,0,14.226977404394091,0,"{'class': 0, 'x_min': 389, 'y_min': 303, 'x_max': 610, 'y_max': 729}"
train,C1_20220910022026_08164_00164193_L1R_P_12_jpg.rf.6653fc41c08b5f356a8cb199d6ef1fd9.jpg,1,15.051550788612275,0,"{'class': 0, 'x_min': 871, 'y_min': 380, 'x_max': 1024, 'y_max': 784}"
train,C1_20220910022026_08164_00164193_L1R_P_12_jpg.rf.6653fc41c08b5f356a8cb199d6ef1fd9.jpg,2,4.113299657938313,0,"{'class': 0, 'x_min': 678, 'y_min': 291, 'x_max': 727, 'y_max': 365}"
train,C1_20220910022026_08164_00164193_L1R_P_12_jpg.rf.6653fc41c08b5f356a8cb199d6ef1fd9.jpg,3,15.872653649197872,0,"{'class': 0, 'x_min': 923, 'y_min': 20, 'x_max': 970, 'y_max': 62}"
train,C1_20220910022026_08164_00164193_L1R_P_12_jpg.rf.6653fc41c08b5f356a8cb199d6ef1fd9.jpg,4,19.134979029565073,0,"{'class': 0, 'x_min': 147, 'y_min': 775, 'x_max': 324, 'y_max': 1024}"
train,C1_20220910022026_08164_00164193_L1R_P_12_jpg.rf.6653fc41c08b5f356a8cb199d6ef1fd9.jpg,5,18.59651740273486,0,"{'class': 0, 'x_min': 245, 'y_min': 877, 'x_max': 363, 'y_max': 1024}"
train,C1_20220910022026_08164_00164193_L1R_P_33_jpg.rf.875070feea6a860f2be90399951ab004.jpg,0,31.719230371890006,0,"{'class': 0, 'x_min': 442, 'y_min': 526, 'x_max': 550, 'y_max': 566}"
train,C1_20220910022026_08164_00186775_L1R_P_4_jpg.rf.f2353d84abdf81b549f1f112bdc7e222.jpg,0,18.233263195020044,0,"{'class': 0, 'x_min': 385, 'y_min': 452, 'x_max': 627, 'y_max': 557}"
train,C1_20220910022026_08164_00231919_L1R_P_41_jpg.rf.99267cced9a4d22a17a57d9e5ccdd709.jpg,0,24.64457892270613,0,"{'class': 0, 'x_min': 263, 'y_min': 111, 'x_max': 375, 'y_max': 201}"
train,C1_20220910022026_08164_00231919_L1R_P_41_jpg.rf.99267cced9a4d22a17a57d9e5ccdd709.jpg,1,31.38828600962799,0,"{'class': 0, 'x_min': 411, 'y_min': 457, 'x_max': 570, 'y_max': 558}"
train,C1_20220910022026_08164_00231919_L1R_P_41_jpg.rf.99267cced9a4d22a17a57d9e5ccdd709.jpg,2,30.762579416189254,0,"{'class': 0, 'x_min': 437, 'y_min': 252, 'x_max': 494, 'y_max': 311}"
train,C1_20220910022026_08164_00231919_L1R_P_41_jpg.rf.99267cced9a4d22a17a57d9e5ccdd709.jpg,3,35.76771301306573,0,"{'class': 0, 'x_min': 493, 'y_min': 303, 'x_max': 533, 'y_max': 345}"
train,C1_20220910022026_08164_00231919_L1R_P_41_jpg.rf.99267cced9a4d22a17a57d9e5ccdd709.jpg,4,25.713942200817513,0,"{'class': 0, 'x_min': 381, 'y_min': 331, 'x_max': 440, 'y_max': 356}"
train,C1_20220910022026_08164_00231919_L1R_P_46_jpg.rf.9598dc3dd5da4455e8de9f33243f4d68.jpg,0,27.412040584602636,0,"{'class': 0, 'x_min': 602, 'y_min': 405, 'x_max': 814, 'y_max': 489}"
train,C1_20220910022026_08164_00231919_L1R_P_46_jpg.rf.9598dc3dd5da4455e8de9f33243f4d68.jpg,1,27.190050036081374,0,"{'class': 0, 'x_min': 328, 'y_min': 445, 'x_max': 665, 'y_max': 565}"
train,c44067d70_jpg.rf.ce08ff3387c67aa0c3b2d9f998d84c86.jpg,0,155.845,0,"{'class': 0, 'x_min': 150, 'y_min': 708, 'x_max': 171, 'y_max': 728}"
train,c44067d70_jpg.rf.ce08ff3387c67aa0c3b2d9f998d84c86.jpg,1,44.445858290627,0,"{'class': 0, 'x_min': 188, 'y_min': 736, 'x_max': 233, 'y_max': 768}"
train,c5dfd47b0_jpg.rf.2ee2008427b50a43c6c4c67278ddecc4.jpg,0,58.09891968596432,0,"{'class': 0, 'x_min': 55, 'y_min': 198, 'x_max': 99, 'y_max': 219}"
train,c5dfd47b0_jpg.rf.2ee2008427b50a43c6c4c67278ddecc4.jpg,1,63.16574870704707,0,"{'class': 0, 'x_min': 112, 'y_min': 219, 'x_max': 181, 'y_max': 251}"
train,c5dfd47b0_jpg.rf.2ee2008427b50a43c6c4c67278ddecc4.jpg,2,34.006308505622854,0,"{'class': 0, 'x_min': 264, 'y_min': 274, 'x_max': 317, 'y_max': 291}"
train,c5dfd47b0_jpg.rf.2ee2008427b50a43c6c4c67278ddecc4.jpg,3,69.03783720402797,0,"{'class': 0, 'x_min': 264, 'y_min': 262, 'x_max': 313, 'y_max': 278}"
train,c5dfd47b0_jpg.rf.2ee2008427b50a43c6c4c67278ddecc4.jpg,4,98.74947918276811,0,"{'class': 0, 'x_min': 335, 'y_min': 288, 'x_max': 392, 'y_max': 305}"
train,c5dfd47b0_jpg.rf.2ee2008427b50a43c6c4c67278ddecc4.jpg,5,22.655441051717133,0,"{'class': 0, 'x_min': 335, 'y_min': 279, 'x_max': 384, 'y_max': 295}"
train,c7b3d9760_jpg.rf.826193c82b7e1b6ee1c11791801ba497.jpg,0,79.41623917897934,0,"{'class': 0, 'x_min': 570, 'y_min': 443, 'x_max': 587, 'y_max': 465}"
train,cb043b0ba_jpg.rf.17a4855bda423007dba120e023402c01.jpg,0,61.78792717916278,0,"{'class': 0, 'x_min': 362, 'y_min': 46, 'x_max': 551, 'y_max': 95}"
train,cd872dc42_jpg.rf.38677c08572081a017c6c8d850a3bd56.jpg,0,155.845,0,"{'class': 0, 'x_min': 243, 'y_min': 293, 'x_max': 258, 'y_max': 303}"
train,d0002_png_jpg.rf.91377499e67fba9b212a21775200b253.jpg,0,74.21188969343595,0,"{'class': 0, 'x_min': 145, 'y_min': 168, 'x_max': 259, 'y_max': 270}"
train,d0012_png_jpg.rf.784d3375f6e8ec9cf5744d92b4131fdb.jpg,0,65.00487384592518,0,"{'class': 0, 'x_min': 122, 'y_min': 198, 'x_max': 273, 'y_max': 303}"
train,d0014_png_jpg.rf.62bd6d6052f21d5dfefb703779a2612d.jpg,0,64.26139176255921,0,"{'class': 0, 'x_min': 135, 'y_min': 137, 'x_max': 296, 'y_max': 262}"
train,d0044_png_jpg.rf.8390548de0b7767c25d2c298d775a65f.jpg,0,64.46273969993192,0,"{'class': 0, 'x_min': 124, 'y_min': 178, 'x_max': 280, 'y_max': 228}"
